stock_code,stock_name,股票代码,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
sh600221,海航控股,600221,0.0503,51728852000.0,10.6774343173,40.8202,2172860000.0,145.43,312.3823,62.45,0.268258019609,10.6169261208,航空机场,2024-10-31
sh600222,太龙药业,600222,0.0519,1340673177.46,-7.0828606778,-3.4364,28895857.99,270.72,-57.4975,1.84,-0.168526083538,26.4868595807,中药,2024-10-25
sh600223,福瑞达,600223,0.17,2802563091.3,-17.4468980216,-15.226,171162082.87,-28.09,-35.6212,4.14,0.060381913718,51.8500529459,生物制品,2024-10-29
sh600226,亨通股份,600226,0.06,908204370.68,106.6958484715,-2.5287,187381739.25,15.56,32.67,5.56,-0.020410085919,16.648900283,农药兽药,2024-10-25
sh600227,赤天化,600227,-0.0204,1704537437.78,2.0809802193,1.2343,-34613393.99,85.9263858593,-38.0504,-1.3,0.175392450046,11.312229715,化肥行业,2024-10-30
sh600228,返利科技,600228,-0.0056,192749476.07,-0.0718904371,-22.8087,-3283561.43,74.179914358,-211.7444,-0.24,-0.011728509079,48.2809473973,互联网服务,2024-10-31
sh600229,城市传媒,600229,0.1996,1931230180.59,-1.0785181191,-29.4338,131887186.24,-48.43,-136.1424,4.05,0.025600791543,27.9456090819,文化传媒,2024-10-31
sh600230,沧州大化,600230,0.0513,3758644507.83,1.0176833269,-7.8855,21235679.15,-89.82,-189.2718,0.5347,0.524092055021,7.1692392377,化学制品,2024-10-31
sh600231,凌钢股份,600231,-0.48,13884505960.68,-10.5468187512,-26.2856,-1363363785.59,-577.6846633288,-315.7048,-20.23,-0.134657867198,-6.4862960354,钢铁行业,2024-10-31
sh600232,金鹰股份,600232,0.146,1089328922.41,12.3856567678,-2.033,53143433.17,83.32,-42.1303,5.135,-0.359463616525,19.7223283565,纺织服装,2024-10-29
sh600233,圆通速递,600233,0.8509,49369428713.52,21.1255254334,-1.9384,2930187624.04,10.21,-9.7469,9.8,1.184992303862,9.6333177056,物流行业,2024-10-30
sh600234,*ST科新,600234,0.0437,157217181.86,113.8462072203,368.252,11475895.5,156.3445107069,6036.7067,2.64,-0.041179733781,17.8334049232,房地产开发,2024-10-30
sh600235,民丰特纸,600235,0.174,1163400044.01,-2.0174467333,-6.1401,60976579.35,123.43,-21.5698,4.15,0.42663778645,15.3319968147,造纸印刷,2024-10-25
sh600236,桂冠电力,600236,0.27,7353712644.01,20.6126459258,-6.5309,2164148280.7,90.34,-27.8685,12.6,0.543141240148,49.1733731287,电力行业,2024-10-31
sh600237,铜峰电子,600237,0.0983,962488862.46,20.4537168656,-0.958,62002309.95,9.49,-31.0235,3.5646,0.142683355101,24.0541409839,电子元件,2024-10-26
sh600238,海南椰岛,600238,-0.02,163331118.11,0.1491972831,-37.9376,-10109307.15,84.7638862526,-221.6987,-4.22,-0.03863202548,38.5034072366,酿酒行业,2024-10-31
sh600239,云南城投,600239,0.01,1376788708.07,12.6451699346,-11.6911,17969059.71,-85.73,-124.2907,1.31,-0.15517302067,33.5383563573,房地产服务,2024-10-29
sh600241,时代万恒,600241,0.06,298239254.62,-41.9741633603,19.374,18805193.72,-57.67,66.7951,1.63,-0.00435279264,30.931126403,电池,2024-10-31
sh600243,青海华鼎,600243,-0.04,185369320.18,-31.7387995174,15.3522,-17618221.81,37.8888327284,39.1562,-2.4472,-0.126660157297,9.3246324274,通用设备,2024-10-31
sh600246,万通发展,600246,-0.062,331748661.02,-8.1820196106,-39.2162,-116031813.35,31.37,-141.237,-2.08,-0.03875540631,30.7817474488,房地产开发,2024-10-31
sh600248,陕建股份,600248,0.789,101823920287.41,-18.1445329175,-11.1883,2973377683.07,-2.16,34.9291,12.73,-2.230694138727,10.7334477511,工程建设,2024-10-31
sh600249,两面针,600249,0.1528,791383833.34,17.259864939,-11.2532,84017401.22,316.51,4089.3114,3.89,0.007073188182,16.5287294306,美容护理,2024-10-30
sh600250,南京商旅,600250,0.13,601502308.39,-0.5471349784,5.1944,39094581.21,5.66,14.7255,6.69,0.108758208625,28.4022323002,贸易行业,2024-10-30
sh600251,冠农股份,600251,0.4271,2840516688.84,-16.6161837277,-68.1007,331867548.07,-47.19,-51.5448,8.74,1.946981245146,9.6638491028,农牧饲渔,2024-10-30
sh600252,中恒集团,600252,0.0033,1926864707.67,-11.0300251253,-14.7364,11220044.44,-90.69,67.4151,0.17,0.129294585331,40.4958759156,中药,2024-10-30
sh600255,鑫科材料,600255,0.02,2867911566.75,27.1340402068,6.8886,39805129.66,213.4292364026,-77.8015,2.87,0.044312493282,8.0599719632,有色金属,2024-10-30
sh600256,广汇能源,600256,0.305,26391147532.75,-46.7584531341,26.8485,2002546013.37,-58.72,-15.4503,6.36,0.619402397808,17.9547500694,石油行业,2024-10-31
sh600257,大湖股份,600257,-0.0445,764848062.43,-12.3715474812,-7.2618,-21422233.02,-1012.9015453723,-30.1079,-2.48,0.07331824676,22.7425280581,农牧饲渔,2024-10-29
sh600258,首旅酒店,600258,0.6477,5888753416.13,-0.3704930178,14.207,723184257.93,5.63,54.3034,6.34,2.417876710619,39.5929226298,旅游酒店,2024-10-30
sh600259,广晟有色,600259,-0.82,8738741980.75,-43.847018049,6.7698,-275523161.34,-265.56,1001.8711,-8.44,0.102272155282,0.6628940917,小金属,2024-10-31
sh600261,阳光照明,600261,0.11,2452384268.04,6.3959912659,-4.9091,151833902.95,5.79,269.2415,4.28,0.146583689167,34.5768807177,家电行业,2024-10-30
sh600262,北方股份,600262,0.64,1903861664.59,8.4049210627,-0.1244,108352486.05,15.99,45.7127,7.09,0.291710899941,20.8495323407,专用设备,2024-10-25
sh600265,景谷林业,600265,-0.091,339546991.5,-19.3389311892,-3.6748,-11815811.86,-489.07,-57.4491,-1.22,-0.098429673035,5.2350836188,农牧饲渔,2024-10-31
sh600266,城建发展,600266,0.1918,11761044915.78,-26.7234405581,-0.8505,545382854.87,-8.82,254.9989,1.94,1.992835029786,16.1773678406,房地产开发,2024-10-31
sh600267,海正药业,600267,0.44,7874540640.41,-9.4973531558,4.5382,515312975.68,16.49,-57.1145,6.4,1.205076194215,41.1749757021,化学制药,2024-10-31
sh600268,国电南自,600268,0.1,5538826132.35,8.341761145,-3.1836,104857878.55,81.68,-28.6961,3.35,0.317451431604,23.9885315551,电网设备,2024-10-25
sh600269,赣粤高速,600269,0.49,4560464993.63,-12.6895327541,-19.3383,1152044499.42,6.25,122.0865,6.35,0.845001303653,41.6553298175,铁路公路,2024-10-26
sh600271,航天信息,600271,-0.01,5776966468.99,-42.4631275846,-42.2316,-18848020.93,-104.08,-77.3528,-0.13,-0.749750660278,25.2802655653,互联网服务,2024-10-31
sh600272,开开实业,600272,0.142,744925411.46,21.1033569575,0.0992,34604528.03,74.87,-53.6001,5.68,-0.176872973416,18.0488478338,医药商业,2024-10-30
sh600273,嘉化能源,600273,0.5726,7071466767.6,6.8825667845,-3.2079,790661665.17,-13.26,-18.1716,7.86,0.672807408401,16.9899960989,化学制品,2024-10-29
sh600276,恒瑞医药,600276,0.73,20189303845.1,18.6654539013,-13.3448,4619575874.29,32.98,-42.4173,10.88,0.718834358754,85.9669124828,化学制药,2024-10-25
sh600278,东方创业,600278,0.21,25065142772.23,-10.5805954476,15.934,187877664.0,-16.72,-17.0223,2.52,-0.703734601414,4.899667728,贸易行业,2024-10-30
sh600279,重庆港,600279,0.0629,3457757154.61,-15.6381470054,60.4331,74610337.22,-6.01,-46.7966,1.16,-0.086061789507,11.3429458982,航运港口,2024-10-31
sh600280,中央商场,600280,-0.023,1802792487.5,-0.2824450074,-31.2187,-25617962.53,-466.21,-1162.4081,-3.1,0.10400192846,51.4918402277,商业百货,2024-10-31
sh600281,华阳新材,600281,-0.1704,248339454.23,0.6242862877,-33.8621,-87658325.62,29.7275090582,-62.2433,-43.43,-0.00767089801,-3.2542169568,小金属,2024-10-30
sh600282,南钢股份,600282,0.2844,49291087788.11,-12.5499760613,-7.1026,1753517272.52,5.31,-23.429,6.71,0.274465560833,11.883873927,钢铁行业,2024-10-26
sh600283,钱江水利,600283,0.33,1564145779.27,5.8717710619,-2.2955,165442960.39,2.45,46.8944,6.86,0.596186138303,41.1168138331,公用事业,2024-10-30
sh600284,浦东建设,600284,0.476,14072210078.84,4.1635951409,12.5559,461886210.36,-7.66,76.3306,6.03,-0.300314504419,8.1397006436,工程建设,2024-10-31
sh600285,羚锐制药,600285,1.024,2759116202.14,10.0661120958,-14.429,573873093.86,23.1,-27.7623,20.44,0.617245448046,75.0023165355,中药,2024-10-30
sh600287,ST舜天,600287,0.131,2313482032.58,-10.4369119067,38.4597,57206906.05,4.45,419.7599,2.92,0.622248247955,14.1652589705,商业百货,2024-10-31
sh600288,大恒科技,600288,-0.0147,1146185212.03,-26.3630885286,-27.7632,-6413842.21,-107.51,-70.5196,-0.34,-0.163196705609,36.1784976998,电子元件,2024-10-25
sh600289,*ST信通,600289,0.0456,192669785.28,37.4629826382,-11.104,28756328.51,103.3484494557,-8.8057,4.896,0.29857639302,56.8508981109,通信服务,2024-10-29
sh600292,远达环保,600292,0.11,3095521387.41,6.6851206204,-3.2823,88366625.53,-0.34,77.3914,1.71,0.533937882658,14.0523491616,环保行业,2024-10-19
sh600293,三峡新材,600293,0.01,1234012327.64,-18.45488504,-34.7798,14068472.75,-44.99,-433.4349,0.8,-0.018404604203,8.3484394161,玻璃玻纤,2024-10-25
sh600295,鄂尔多斯,600295,0.61,20167945726.95,-8.4488878141,0.708,1721092821.95,-31.65,8.1413,7.75,0.786757807961,20.0269951647,钢铁行业,2024-10-31
sh600298,安琪酵母,600298,1.12,10912241955.49,13.0351975996,1.2333,953163892.67,4.23,-29.5813,9.32,1.288003893065,23.2789137089,食品饮料,2024-10-31
sh600299,安迪苏,600299,0.37,11375947704.0,18.322664107,9.2834,1003279525.0,3016.00240493,19.6496,6.61,0.82813335836,30.5817783847,化学制品,2024-10-30
sh600300,维维股份,600300,0.15,2688704857.42,-19.0916489157,48.9576,245993443.84,83.74,296.2506,7.52,0.063835226597,23.4758335315,食品饮料,2024-10-26
sh600301,华锡有色,600301,0.854,3415456710.58,56.2053305662,-9.9983,540385261.63,100.91,-14.2546,12.9,1.4630207398,41.2040631257,小金属,2024-10-31
sh600302,标准股份,600302,-0.1378,344534819.31,-13.6097436069,-6.0428,-47688417.0,33.7828533045,-98.3799,-6.2,-0.062306921771,16.532185259,专用设备,2024-10-26
sh600303,ST曙光,600303,-0.33,944398601.49,-1.8302974451,-1.3782,-223663529.76,9.9325690364,-19.3911,-14.25,-0.019238322051,1.1705557561,汽车整车,2024-10-31
sh600305,恒顺醋业,600305,0.1089,1531184186.88,-6.5143267921,-3.2,120139238.22,-13.08,-31.2309,3.64,0.260659408788,36.224928031,食品饮料,2024-10-31
sh600307,酒钢宏兴,600307,-0.3107,25757038568.72,-14.4707857947,-11.4616,-1946003911.09,-444.9684073407,-117.2499,-21.17,-0.231511396366,4.9782851346,钢铁行业,2024-10-31
sh600308,华泰股份,600308,0.11,9624223210.52,-5.4555640234,-0.1064,167563593.81,-25.32,-122.519,1.81,0.102554996803,8.3972035692,造纸印刷,2024-10-31
sh600309,万华化学,600309,3.53,147604150411.45,11.3538583605,-0.726,11093324150.25,-12.67,-27.3349,12.1,6.14873807279,15.3809768511,化学制品,2024-10-29
sh600310,广西能源,600310,0.3067,2917403933.68,-80.2674844306,5.0498,449605015.91,1987.94,537.4316,14.1,0.62519856047,28.3964734302,电力行业,2024-10-25
sh600312,平高电气,600312,0.6316,7885452176.8,5.8822061129,-5.178,857002769.04,55.13,6.4861,8.3196,0.665132341797,24.2669065066,电网设备,2024-10-22
sh600313,农发种业,600313,0.0512,3022240634.58,-30.5550605117,-6.6406,55368125.49,-44.82,-98.6035,2.93,-0.22776339853,8.1447946194,农牧饲渔,2024-10-26
sh600315,上海家化,600315,0.24,4476514757.22,-12.0743057598,-18.3361,162702785.5,-58.72,-313.6273,2.1,0.398420729082,59.4144483911,美容护理,2024-10-29
sh600316,洪都航空,600316,0.0198,3029494180.24,58.4721167621,52.0964,14219398.53,59.91,-16.7745,0.27,0.208613431393,3.0500666924,航天航空,2024-10-30
sh600318,新力金融,600318,0.0655,247102867.25,-6.6002647998,27.8499,33574956.06,-12.21,225.5214,3.18,0.411605263923,81.9987843949,多元金融,2024-10-19
sh600319,亚星化学,600319,-0.25,657760384.42,5.3674355315,-13.9917,-98308108.9,-25.1020045229,-31.6018,-16.52,-0.038948193836,2.0047017094,化学原料,2024-10-31
sh600320,振华重工,600320,0.08,25362573767.0,12.6664786481,-7.4122,432863389.0,35.43,-7.5034,2.76,0.391537405113,12.3755669114,专用设备,2024-10-31
sh600322,津投城开,600322,-0.1944,1021910983.36,-72.5520904924,-82.5686,-214983026.27,-1069.4181331546,-64.9879,-172.79,-0.406161576558,23.0835643399,房地产开发,2024-10-31
sh600323,瀚蓝环境,600323,1.7,8731319227.31,-2.5764202844,-6.4816,1385280521.78,18.82,-1.5825,10.92,1.647043730769,31.4441051899,环保行业,2024-10-28
sh600325,华发股份,600325,0.48,31558910800.79,-33.2101050762,-62.3566,1330668574.41,-39.56,-92.7803,5.93,1.339413853885,15.8087569293,房地产开发,2024-10-30
sh600326,西藏天路,600326,-0.0537,2044289043.8,-27.2207832161,-0.0744,-65969619.78,75.4991998366,-78.2161,-1.82,0.116107005151,16.3247800189,水泥建材,2024-10-30
sh600327,大东方,600327,0.114,2761585175.38,2.8726152637,-4.3487,100832820.32,-23.08,-119.6275,3.07,0.106345599582,14.9333075046,医疗服务,2024-10-26
sh600328,中盐化工,600328,0.3899,9570034786.31,-22.8939603965,-13.604,573986135.48,-31.72,-65.3534,4.76,0.057041705732,20.0940082887,化学原料,2024-10-30
sh600329,达仁堂,600329,1.04,5610932556.42,-3.1435521682,-12.3971,803855815.93,-6.33,-45.954,12.04,0.737003059018,48.9670237748,中药,2024-10-31
sh600330,天通股份,600330,0.101,2560752956.64,-11.3429167978,37.1471,124211663.69,-55.5,31.3508,1.53,-0.032733415532,20.7234254493,非金属材料,2024-10-29
sh600331,宏达股份,600331,0.0105,2419136750.32,7.9004043461,-37.2371,21294194.59,130.8615124626,-158.0547,6.12,0.102060163194,9.6019868331,有色金属,2024-10-31
sh600332,白云山,600332,1.943,59060000304.02,1.5046104082,-0.4389,3158976998.91,-16.68,3.0374,8.81,-0.462151810269,17.7044682088,中药,2024-10-26
sh600333,长春燃气,600333,-0.13,1474304538.33,10.5662592582,-7.9516,-81962125.2,27.613880199,22.5972,-4.3,-0.002628193459,18.2517396945,燃气,2024-10-30
sh600335,国机汽车,600335,0.2051,28606154795.05,-12.9863674536,1.8563,306715051.25,23.39,-53.5041,2.77,-3.294022424212,7.3304807797,汽车服务,2024-10-29
sh600336,澳柯玛,600336,0.0035,6381630518.4,-11.5102188911,-14.7723,2826629.34,-97.39,-361.1752,0.11,0.49334782502,13.5806400972,家电行业,2024-10-30
sh600337,美克家居,600337,-0.3,2472477565.04,-26.5391695344,3.5613,-440355093.2,-65.2538838902,-37.6986,-12.93,0.024209356745,38.1234572494,装修建材,2024-10-31
sh600338,西藏珠峰,600338,0.2398,1179949187.01,-10.0524910982,5.7974,219218277.11,195.41,-40.2153,6.38,0.11583580138,46.2842759444,有色金属,2024-10-28
sh600339,中油工程,600339,0.1132,51173799719.73,-3.1766100569,6.8708,632272739.6,-29.4,-63.2536,2.4,-1.3104509595,8.8635420807,采掘行业,2024-10-30
sh600340,华夏幸福,600340,-0.58,13911717667.93,-21.7862257184,74.7104,-2240604383.97,-19.1463588256,189.2087,-34.16,-0.499508452227,30.44347346,房地产开发,2024-10-31
sh600343,航天动力,600343,-0.130469,593784106.71,9.0700437769,0.6633,-83266006.35,-44.3645833425,22.647,-5.18937,-0.2776206454,10.7248310742,专用设备,2024-10-29
sh600345,长江通信,600345,0.15,440340350.77,35.4584150678,-20.0552,49787899.48,-36.95,-51.7984,1.45,-0.480950299335,25.2078955599,通信设备,2024-10-31
sh600346,恒力石化,600346,0.73,177856562954.6,2.7111763616,20.4438,5104620569.38,-10.45,-42.1352,8.44,2.857893118389,10.3596219269,化纤行业,2024-10-25
sh600348,华阳股份,600348,0.5,18601507094.56,-14.0853314996,5.9878,1818961486.49,-57.42,20.5092,6.47,0.516173075335,33.0727151027,煤炭行业,2024-10-31
sh600350,山东高速,600350,0.429,19901493629.94,10.9367521359,2.1006,2515541219.55,-5.7,2.3485,7.15,0.963966639823,27.8169779499,铁路公路,2024-10-30
sh600351,亚宝药业,600351,0.3241,2121509818.79,-3.5433707193,0.7956,234933135.46,9.88,-18.2955,8.09,0.531139305212,51.7500195925,中药,2024-10-26
sh600352,浙江龙盛,600352,0.4231,10609876435.17,-2.0323138712,5.3975,1353419575.41,50.52,-35.9804,4.04,1.16586278714,28.6116400468,化学制品,2024-10-26
sh600353,旭光电子,600353,0.0973,1118399807.85,24.1745000712,-14.2404,80838145.84,8.9,-20.6009,4.53,0.02580816298,22.1753415907,电子元件,2024-10-29
sh600354,敦煌种业,600354,0.0341,690372359.68,31.3905663739,-31.919,17984736.07,232.8374500226,-66.1967,2.96,0.452875448217,34.1957101628,农牧饲渔,2024-10-30
sh600355,精伦电子,600355,-0.0596,104000084.69,0.9325381557,-0.8888,-29343195.58,-1.0753579292,15.2214,-18.49,-0.029241624405,21.9456378022,通信设备,2024-10-30
sh600356,恒丰纸业,600356,0.37,1918275441.31,4.8696243452,7.4946,110035507.22,24.56,58.4307,4.34,0.825499481645,16.2653573262,造纸印刷,2024-10-30
sh600358,ST联合,600358,-0.0547,288799754.88,-29.660198536,14.3686,-27596577.67,-6417.56,19.1456,-18.66,-0.010786701445,6.0543475694,互联网服务,2024-10-29
sh600359,新农开发,600359,0.11,395973437.75,-19.5023908279,-71.2079,41660665.79,-32.94,-637.3023,6.1,0.108347852321,27.9667493884,农牧饲渔,2024-10-31
sh600360,ST华微,600360,0.11,1579463087.98,24.8565768256,-14.2357,101721358.88,371.14,-34.4138,3.07,0.149811682907,25.5805850706,半导体,2024-10-29
sh600361,创新新材,600361,0.1845,59535616189.19,11.3378943355,-0.7281,790614316.56,10.06,-28.4943,7.64,-0.167781482641,3.6391626442,有色金属,2024-10-26
sh600362,江西铜业,600362,1.44,396365383922.0,-0.798413965,-18.1311,4984199890.0,0.83,-28.0958,6.96,0.143074805754,3.6368531135,有色金属,2024-10-30
sh600363,联创光电,600363,0.74,2433896081.82,-1.4226047803,7.0493,335460649.0,5.05,-13.4825,8.11,0.073186792355,19.0048990298,光学光电子,2024-10-31
sh600365,ST通葡,600365,-0.074,586374395.85,0.2964096531,9.4646,-31610812.96,55.8660167782,84.6992,-10.66,-0.720939267103,16.4908231779,酿酒行业,2024-10-26
sh600366,宁波韵升,600366,0.0637,3653624474.5,-9.1938880015,5.164,69139326.46,128.0001560198,-21.4622,1.17,0.563080772788,13.0983029414,小金属,2024-10-31
sh600367,红星发展,600367,0.17,1611620983.0,2.7987012221,3.4884,57486141.05,209.87,97.1516,2.46,0.22873779928,18.2204026212,化学原料,2024-10-22
sh600368,五洲交通,600368,0.3519,1215577940.29,3.1219899072,10.7556,566420261.78,2.99,52.3076,8.7,0.529507185445,61.6063203929,铁路公路,2024-10-25
sh600369,西南证券,600369,0.07,1763977350.46,-6.3968460994,-5.5567,483016029.96,-15.29,28.9062,1.89,0.641023786135,,证券,2024-10-31
sh600370,三房巷,600370,-0.0789,18290670821.84,4.0303597614,4.359,-306782442.12,-1241.36,-49.1723,-5.0,0.006953422046,-0.0971797479,化学制品,2024-10-31
sh600371,万向德农,600371,0.1769,277145528.36,23.493572743,98.5325,51761652.64,0.87,69.0986,8.98,-0.050702943523,26.6107856282,农牧饲渔,2024-10-30
sh600372,中航机载,600372,0.2486,16566564306.8,-20.086713291,-12.7882,1202866527.98,-27.1,-33.2542,3.29,-0.754561241266,26.192458128,航天航空,2024-10-30
sh600373,中文传媒,600373,0.54,6752221988.63,-4.3437950045,-46.6573,727990029.34,-41.86,-67.0749,3.97,0.094569742628,40.7140573887,文化传媒,2024-10-31
sh600375,*ST汉马,600375,-0.57,3081977185.72,16.0948346065,20.8005,-372205621.61,-190.5712959506,-153.0334,,-0.28883181206,4.0116346001,汽车整车,2024-10-30
sh600376,首开股份,600376,-1.7241,14462849606.21,-55.6871934033,6.3533,-4282815357.86,-39.711632482,-104.6787,-28.02,-0.958140517297,6.9052826799,房地产开发,2024-10-31
sh600377,宁沪高速,600377,0.8178,14058443583.67,21.0983423335,-36.8152,4119702513.15,2.05,-8.6839,11.57,1.07564569864,34.9919163389,铁路公路,2024-10-30
sh600378,昊华科技,600378,0.7705,10207054524.59,-11.6148193497,265.4544,851137453.47,-18.6,105.9987,7.02,0.34515328979,22.725550269,化学制品,2024-10-31
sh600379,宝光股份,600379,0.2091,1161314157.15,1.3802151583,-30.207,69046103.23,22.22,-22.3967,9.5644,-0.095110706229,18.1709259791,电网设备,2024-10-30
sh600380,健康元,600380,0.5945,11898828905.02,-5.9474600701,-5.9213,1111560063.92,2.58,-0.4429,7.82,1.394517615709,63.0726761223,化学制药,2024-10-25
sh600381,ST春天,600381,-0.155,198034675.41,23.2228268323,10.7059,-90451751.65,-28.6082346112,7.229,-7.52,0.033142689404,40.9844197497,食品饮料,2024-10-31
sh600382,广东明珠,600382,0.03,268376544.89,-45.4376739157,-48.0267,22450267.01,-89.2,-84.4063,0.72,-0.04340534583,53.3368796065,钢铁行业,2024-10-31
sh600383,金地集团,600383,-0.76,41003151349.38,-21.5929500028,40.3009,-3410211443.46,-5978.05,98.4026,-5.39,1.728363024008,12.5144236338,房地产开发,2024-10-30
sh600386,北巴传媒,600386,0.03,3297483877.64,-5.68632031,15.4484,25029176.84,106.18,-10.6932,1.4,0.283940048834,16.3229127014,汽车服务,2024-10-31
sh600387,*ST海越,600387,0.005,1219315420.45,-40.5667562812,-25.1971,2181711.06,-94.58,-258.3235,0.02,-0.295036348288,8.9599318099,石油行业,2024-10-31
sh600388,龙净环保,600388,0.6,6654268804.54,-11.6414484006,-17.2205,647445508.65,0.91,-7.0177,8.14,1.077094260251,24.3518907028,环保行业,2024-10-19
sh600389,江山股份,600389,0.3983,4292934648.2,19.165306218,-28.8144,171516414.72,-33.14,-99.1832,4.6271,0.287462893115,13.6012142611,农药兽药,2024-10-29
sh600390,五矿资本,600390,0.2,6767117329.22,-8.5,15.1931,1217637581.25,-38.03,-30.3091,2.08,1.485675967042,0.1056149373,多元金融,2024-10-29
sh600391,航发科技,600391,0.1616,2620821878.44,-13.7837083462,-42.9922,53337645.34,60.74,117.9606,3.29,-5.217272554883,17.0148340911,航天航空,2024-10-31
sh600392,盛和资源,600392,0.053,8241327138.94,-37.1226293944,9.8459,92869635.79,-41.29,9.747,1.02,0.372213880047,3.6906757066,小金属,2024-10-31
sh600395,盘江股份,600395,0.016,6448710436.17,-15.3602939825,14.6013,35185949.97,-95.45,-113.0965,0.299,-0.057754624372,25.3552603158,煤炭行业,2024-10-26
sh600396,华电辽能,600396,0.0164,3121747727.66,-36.831358936,19.8872,24218934.51,-98.88,-2415.6333,6.44,0.327546178378,16.2755173523,电力行业,2024-10-29
sh600397,安源煤业,600397,-0.1879,3846334063.75,-21.5423056713,-21.7924,-186023388.55,-2005.71,-923.5499,-46.27,0.47889470124,4.0623750223,煤炭行业,2024-10-26
sh600398,海澜之家,600398,0.41,15258841551.72,-1.9928586377,-25.1075,1907663862.73,-22.19,-63.8085,10.81,0.005598852592,44.5946628797,纺织服装,2024-10-31
sh600399,抚顺特钢,600399,0.1601,6434083563.98,2.5405617855,-2.2059,315761219.35,11.83,-22.5766,4.84,-0.181903990477,13.3406039072,钢铁行业,2024-10-31
sh600400,红豆股份,600400,0.0,1489081240.89,-4.3124815165,-5.4222,3292786.47,-91.6,-1469.6097,0.11,-0.125187982192,39.6642704596,纺织服装,2024-10-29
sh600403,大有能源,600403,-0.3287,3873331978.46,-15.2814166769,6.9552,-785951759.6,-494.88,-34.8596,-12.41,0.129107057125,13.340222483,煤炭行业,2024-10-31
sh600405,动力源,600405,-0.283,451955346.67,-32.1194679195,-3.051,-156908676.34,-59.6113852152,-11.2515,-29.498,-0.04053724269,29.9639155102,电源设备,2024-10-31
sh600406,国电南瑞,600406,0.56,32313324082.28,12.9706494116,-1.7426,4472787896.52,7.53,-16.5555,9.47,0.22095092843,29.2556253908,电网设备,2024-10-30
sh600408,安泰集团,600408,-0.3,5152185193.29,-33.7710011443,-22.8073,-300713270.02,31.1085126938,-100.222,-17.74,0.351055797467,-1.3281226826,煤炭行业,2024-10-26
sh600409,三友化工,600409,0.1912,16077908159.01,-2.0515549354,-4.0772,394728657.3,13.51,-73.1374,2.89,0.575715954729,16.7941846525,化学原料,2024-10-26
sh600410,华胜天成,600410,-0.2,2977002019.07,3.4064686371,-34.7277,-214032678.92,-6506.35,141.8845,-5.1,0.285483198417,12.371045994,互联网服务,2024-10-30
sh600415,小商品城,600415,0.43,10613050746.39,34.247012629,-5.831,2328871481.65,0.53,19.855,12.31,0.082545972562,31.997003503,商业百货,2024-10-15
sh600416,湘电股份,600416,0.13,3517654634.94,2.3448600471,-7.3503,167809241.31,-35.65,-99.0415,2.29,-0.214872897838,17.3025983013,电机,2024-10-31
sh600418,江淮汽车,600418,0.29,32271164286.02,-5.0235964466,8.6881,625121017.98,239.86,66.0183,4.63,0.978182297824,11.3234301772,汽车整车,2024-10-30
sh600419,天润乳业,600419,0.0706,2155770757.83,3.4999643596,-11.213,22269347.41,-84.37,254.6227,0.93,1.358275530948,18.147268925,食品饮料,2024-10-30
sh600420,国药现代,600420,0.7117,8593322350.59,-6.2057013661,-7.1724,954526387.18,69.27,-39.0401,7.45,1.510961233194,39.6883234211,化学制药,2024-10-29
sh600421,华嵘控股,600421,-0.014,76637441.2,-14.9580854061,43.3672,-2751579.21,23.04758472,121.3127,-24.99,-0.014992361145,16.351554454,通用设备,2024-10-30
sh600422,昆药集团,600422,0.5117,5457454882.94,-2.7341403224,11.8258,387395872.22,0.36,42.5333,7.12,0.285744323744,40.9118106248,中药,2024-10-26
sh600423,柳化股份,600423,0.039,129523184.78,39.2934601669,15.5586,31053114.12,178.34,17.4174,5.92,0.057161340254,23.8769495226,化学原料,2024-10-29
sh600425,青松建化,600425,0.253,3454149285.13,-3.3341765651,-10.9468,405565761.22,-20.22,-16.9621,6.395,0.159304568161,24.1172046083,水泥建材,2024-10-30
sh600426,华鲁恒升,600426,1.436,25179962867.92,30.1559904138,-8.8096,3048892829.6,4.16,-28.8408,10.15,1.832778422869,20.0129792615,化学原料,2024-10-31
sh600428,中远海特,600428,0.56,12043213983.84,32.9990221915,12.6623,1202226020.81,31.38,21.3854,10.19,1.086876005035,20.6599494973,航运港口,2024-10-30
sh600429,三元股份,600429,0.0686,5396505885.03,-11.9574248163,-14.733,103468687.65,-55.53,-145.0631,1.9914,0.042641676356,23.8593180881,食品饮料,2024-10-26
sh600433,冠豪高新,600433,0.04,5337508996.51,-0.8617827781,6.7501,69985533.45,200.88,-134.9592,1.57,-0.146753279758,10.5821916244,造纸印刷,2024-10-26
sh600435,北方导航,600435,-0.0491,796196861.45,-66.7974690153,134.7206,-73750858.14,-139.88,101.9048,-2.75,-0.730912054868,31.2437432957,通信设备,2024-10-25
sh600436,片仔癀,600436,4.45,8450322100.75,11.1902516327,12.8973,2686684743.25,11.73,29.1972,18.92,2.152923775471,45.4435547421,中药,2024-10-19
sh600438,通威股份,600438,-0.8881,68272477303.36,-38.7254086844,1.0264,-3973257095.91,-124.37,63.9817,-6.52,0.663807824509,7.7579033448,光伏设备,2024-10-31
