datetime,stock_code,stock_name,action,shares,price,amount,reason,pnl,buy_time_category,price_type,ref_price,fee
2025-07-16 09:30:00,002628.SZ,成都路桥,BUY,11800,4.9,57820.00000000001,,,09:30-10:00,开盘价,5.02,28.91
2025-07-16 09:30:00,002633.SZ,申科股份,BUY,200,16.63,3326.0,,,09:30-10:00,开盘价,16.63,5.0
2025-07-16 09:31:00,002562.SZ,兄弟科技,BUY,200,6.27,1254.0,,,09:30-10:00,预估买入价,6.26,5.0
2025-07-17 00:00:00,003029.SZ,吉大正元,SELL,1900,30.05,57095.0,跌破五日线,-1139.1100000000004,09:30-10:00,收盘价,30.08,28.55
2025-07-17 00:00:00,002912.SZ,中新赛克,SELL,2100,26.61,55881.0,跌破五日线,1497.5999999999967,09:30-10:00,收盘价,26.64,27.94
2025-07-17 00:00:00,600353.SH,旭光电子,SELL,4000,14.48,57920.0,跌破五日线,-377.35000000000025,09:30-10:00,收盘价,14.49,28.96
2025-07-18 09:38:00,603266.SH,天龙股份,BUY,2900,20.15,58434.99999999999,,,09:30-10:00,预估买入价,20.13,29.22
2025-07-18 10:20:00,002995.SZ,天地在线,BUY,100,19.94,1994.0000000000002,,,10:00-11:30,预估买入价,19.92,5.0
2025-07-18 00:00:00,002562.SZ,兄弟科技,SELL,9200,6.21,57132.0,跌破五日线,-585.5699999999964,09:30-10:00,收盘价,6.22,28.57
2025-07-21 00:00:00,000819.SZ,岳阳兴长,SELL,3200,17.59,56288.0,跌破五日线,-952.7300000000037,09:30-10:00,收盘价,17.61,28.14
2025-07-22 09:30:00,002900.SZ,哈三联,BUY,3700,16.1,59570.00000000001,,,09:30-10:00,开盘价,16.17,29.79
2025-07-22 00:00:00,002628.SZ,成都路桥,SELL,10700,5.63,60241.0,断板止盈,7751.969999999996,09:30-10:00,收盘价,5.64,30.12
2025-07-22 00:00:00,603266.SH,天龙股份,SELL,2900,19.94,57826.00000000001,跌破五日线,-667.1299999999922,09:30-10:00,收盘价,19.96,28.91
2025-07-22 00:00:00,002995.SZ,天地在线,SELL,2900,19.76,57304.00000000001,跌破五日线,-555.6499999999992,10:00-11:30,收盘价,19.78,28.65
2025-07-23 09:30:00,600760.SH,中航沈飞,BUY,900,65.14,58626.0,,,09:30-10:00,开盘价,65.69,29.31
2025-07-23 09:31:00,002067.SZ,景兴纸业,BUY,13300,4.4,58520.00000000001,,,09:30-10:00,预估买入价,4.4,29.26
2025-07-23 09:33:00,000010.SZ,美丽生态,BUY,17000,3.45,58650.0,,,09:30-10:00,预估买入价,3.45,29.32
2025-07-23 11:07:00,000679.SZ,大连友谊,BUY,100,8.01,801.0,,,10:00-11:30,预估买入价,8.0,5.0
2025-07-23 00:00:00,002900.SZ,哈三联,SELL,3700,15.54,57498.0,跌破五日线,-2130.540000000008,09:30-10:00,收盘价,15.56,28.75
2025-07-24 00:00:00,600760.SH,中航沈飞,SELL,900,63.58,57222.0,跌破五日线,-1461.920000000002,09:30-10:00,收盘价,63.64,28.61
2025-07-25 00:00:00,000010.SZ,美丽生态,SELL,17000,3.4,57800.0,跌破五日线,-908.2200000000046,09:30-10:00,收盘价,3.4,28.9
2025-07-25 00:00:00,000679.SZ,大连友谊,SELL,6700,9.57,64119.0,炸板卖出,10414.940000000004,10:00-11:30,收盘价,9.58,32.06
2025-07-28 00:00:00,002633.SZ,申科股份,SELL,3500,16.63,58205.0,跌破五日线,-34.1,09:30-10:00,收盘价,16.65,29.1
2025-07-29 09:31:00,603528.SH,多伦科技,BUY,6900,8.73,60237.0,,,09:30-10:00,预估买入价,8.72,30.12
2025-07-29 09:34:00,603725.SH,天安新材,BUY,6400,9.41,60224.0,,,09:30-10:00,预估买入价,9.4,30.11
2025-07-30 00:00:00,002067.SZ,景兴纸业,SELL,12800,4.49,57472.0,跌破五日线,1093.9999999999982,09:30-10:00,收盘价,4.49,28.74
2025-07-30 00:00:00,603528.SH,多伦科技,SELL,7000,8.63,60410.00000000001,跌破五日线,-760.3299999999975,09:30-10:00,收盘价,8.64,30.21
2025-07-31 09:33:00,600895.SH,张江高科,BUY,1800,32.62,58715.99999999999,,,09:30-10:00,预估买入价,32.59,29.36
2025-07-31 00:00:00,603725.SH,天安新材,SELL,6200,9.39,58218.0,跌破五日线,-183.21999999999736,09:30-10:00,收盘价,9.4,29.11
2025-08-01 09:30:00,002796.SZ,世嘉科技,BUY,4600,12.88,59248.0,,,09:30-10:00,开盘价,12.92,29.62
2025-08-01 09:30:00,600276.SH,恒瑞医药,BUY,900,62.89,56601.0,,,09:30-10:00,开盘价,63.55,28.3
2025-08-04 00:00:00,600895.SH,张江高科,SELL,1800,32.12,57815.99999999999,跌破五日线,-958.27,09:30-10:00,收盘价,32.15,28.91
2025-08-04 00:00:00,002796.SZ,世嘉科技,SELL,4600,12.68,58328.0,跌破五日线,-978.7800000000049,09:30-10:00,收盘价,12.69,29.16
2025-08-04 00:00:00,600276.SH,恒瑞医药,SELL,900,61.94,55746.0,跌破五日线,-911.1700000000025,09:30-10:00,收盘价,62.0,27.87
2025-08-06 14:38:00,603757.SH,大元泵业,BUY,2100,27.35,57435.0,,,13:00-14:50,预估买入价,27.32,28.72
2025-08-07 09:43:00,002017.SZ,东信和平,BUY,2200,26.74,58828.0,,,09:30-10:00,预估买入价,26.71,29.41
2025-08-07 10:18:00,603176.SH,汇通集团,BUY,8800,6.76,59488.0,,,10:00-11:30,预估买入价,6.75,29.74
2025-08-08 09:30:00,605298.SH,必得科技,BUY,3500,17.29,60515.0,,,09:30-10:00,开盘价,17.37,30.26
2025-08-08 09:31:00,002331.SZ,皖通科技,BUY,6900,8.8,60720.00000000001,,,09:30-10:00,预估买入价,8.79,30.36
2025-08-08 09:31:00,600879.SH,航天电子,BUY,300,11.18,3354.0,,,09:30-10:00,预估买入价,11.17,5.0
2025-08-08 00:00:00,002017.SZ,东信和平,SELL,2000,28.93,57860.0,断板止盈,4321.660000000003,09:30-10:00,收盘价,28.96,28.93
2025-08-11 00:00:00,603176.SH,汇通集团,SELL,8300,7.32,60756.0,断板止盈,4587.880000000005,10:00-11:30,收盘价,7.33,30.38
2025-08-12 00:00:00,002331.SZ,皖通科技,SELL,6800,9.25,62900.0,断板止盈,2998.189999999995,09:30-10:00,收盘价,9.26,31.45
2025-08-12 00:00:00,600879.SH,航天电子,SELL,5300,11.26,59678.0,跌破五日线,389.1600000000004,09:30-10:00,收盘价,11.27,29.84
2025-08-13 09:31:00,002072.SZ,凯瑞德,BUY,9300,7.58,70494.0,,,09:30-10:00,预估买入价,7.57,35.25
2025-08-13 09:33:00,002354.SZ,天娱数科,BUY,9100,7.77,70707.0,,,09:30-10:00,预估买入价,7.76,35.35
2025-08-13 09:50:00,002353.SZ,杰瑞股份,BUY,1300,46.32,60216.0,,,09:30-10:00,预估买入价,46.27,30.11
2025-08-14 00:00:00,605298.SH,必得科技,SELL,3000,22.95,68850.0,断板止盈,16915.31,09:30-10:00,收盘价,22.97,34.43
